household_type,income_group,year,federal_taxes,individual_income_tax,payroll_taxes,corporate_income_tax,excise_taxes
all_households,lowest_quintile,1980,1900.0,200.0,1200.0,200.0,300.0
all_households,lowest_quintile,1981,2000.0,300.0,1300.0,200.0,200.0
all_households,lowest_quintile,1982,2000.0,300.0,1400.0,100.0,300.0
all_households,lowest_quintile,1983,2100.0,200.0,1400.0,100.0,300.0
all_households,lowest_quintile,1984,2300.0,300.0,1500.0,200.0,400.0
all_households,lowest_quintile,1985,2400.0,300.0,1600.0,200.0,400.0
all_households,lowest_quintile,1986,2300.0,300.0,1500.0,200.0,400.0
all_households,lowest_quintile,1987,2000.0,,1500.0,200.0,400.0
all_households,lowest_quintile,1988,2100.0,-100.0,1600.0,200.0,400.0
all_households,lowest_quintile,1989,2100.0,-100.0,1700.0,200.0,300.0
all_households,lowest_quintile,1990,2400.0,,1800.0,200.0,400.0
all_households,lowest_quintile,1991,2400.0,-100.0,1900.0,200.0,400.0
all_households,lowest_quintile,1992,2400.0,-100.0,1900.0,200.0,400.0
all_households,lowest_quintile,1993,2500.0,-200.0,2000.0,200.0,500.0
all_households,lowest_quintile,1994,2200.0,-400.0,1900.0,200.0,500.0
all_households,lowest_quintile,1995,2300.0,-500.0,2100.0,300.0,500.0
all_households,lowest_quintile,1996,2200.0,-600.0,2100.0,300.0,400.0
all_households,lowest_quintile,1997,2400.0,-600.0,2200.0,300.0,500.0
all_households,lowest_quintile,1998,2400.0,-700.0,2400.0,300.0,500.0
all_households,lowest_quintile,1999,2500.0,-700.0,2400.0,300.0,500.0
all_households,lowest_quintile,2000,2300.0,-800.0,2400.0,200.0,500.0
all_households,lowest_quintile,2001,2100.0,-900.0,2300.0,200.0,500.0
all_households,lowest_quintile,2002,2000.0,-1000.0,2300.0,200.0,500.0
all_households,lowest_quintile,2003,1900.0,-1000.0,2200.0,200.0,500.0
all_households,lowest_quintile,2004,1900.0,-1000.0,2200.0,200.0,400.0
all_households,lowest_quintile,2005,2000.0,-1100.0,2300.0,300.0,500.0
all_households,lowest_quintile,2006,2200.0,-1200.0,2500.0,400.0,500.0
all_households,lowest_quintile,2007,2100.0,-1200.0,2600.0,300.0,400.0
all_households,lowest_quintile,2008,1200.0,-1900.0,2500.0,200.0,400.0
all_households,lowest_quintile,2009,1100.0,-2000.0,2500.0,200.0,400.0
all_households,lowest_quintile,2010,1200.0,-1900.0,2500.0,200.0,500.0
all_households,lowest_quintile,2011,1200.0,-1500.0,2100.0,200.0,500.0
all_households,lowest_quintile,2012,1300.0,-1500.0,2000.0,200.0,500.0
all_households,lowest_quintile,2013,1700.0,-1500.0,2400.0,200.0,500.0
all_households,lowest_quintile,2014,1700.0,-1400.0,2400.0,300.0,500.0
all_households,lowest_quintile,2015,1700.0,-1500.0,2500.0,200.0,500.0
all_households,second_quintile,1979,5800.0,1700.0,3000.0,600.0,500.0
all_households,second_quintile,1980,5400.0,1800.0,2800.0,500.0,400.0
all_households,second_quintile,1981,5600.0,1900.0,3000.0,400.0,400.0
all_households,second_quintile,1982,5100.0,1700.0,2900.0,200.0,400.0
all_households,second_quintile,1983,4900.0,1500.0,2800.0,300.0,400.0
all_households,second_quintile,1984,5500.0,1600.0,3100.0,300.0,500.0
all_households,second_quintile,1985,5500.0,1600.0,3100.0,300.0,500.0
all_households,second_quintile,1986,5600.0,1600.0,3200.0,300.0,500.0
all_households,second_quintile,1987,5200.0,1300.0,3100.0,400.0,500.0
all_households,second_quintile,1988,5400.0,1300.0,3300.0,400.0,500.0
all_households,second_quintile,1989,5400.0,1300.0,3300.0,400.0,400.0
all_households,second_quintile,1990,5800.0,1400.0,3600.0,400.0,500.0
all_households,second_quintile,1991,5600.0,1300.0,3400.0,300.0,500.0
all_households,second_quintile,1992,5500.0,1200.0,3400.0,400.0,500.0
all_households,second_quintile,1993,5500.0,1100.0,3400.0,400.0,600.0
all_households,second_quintile,1994,5400.0,1000.0,3400.0,400.0,600.0
all_households,second_quintile,1995,5800.0,1100.0,3600.0,500.0,600.0
all_households,second_quintile,1996,5800.0,1000.0,3700.0,500.0,600.0
all_households,second_quintile,1997,6100.0,1100.0,3900.0,500.0,600.0
all_households,second_quintile,1998,6100.0,1000.0,4100.0,500.0,600.0
all_households,second_quintile,1999,6400.0,900.0,4300.0,500.0,700.0
all_households,second_quintile,2000,6400.0,1000.0,4300.0,500.0,600.0
all_households,second_quintile,2001,5600.0,500.0,4200.0,300.0,600.0
all_households,second_quintile,2002,5300.0,300.0,4100.0,300.0,600.0
all_households,second_quintile,2003,4900.0,-100.0,4000.0,400.0,600.0
all_households,second_quintile,2004,5200.0,,4100.0,400.0,600.0
all_households,second_quintile,2005,5200.0,-100.0,4200.0,600.0,600.0
all_households,second_quintile,2006,5500.0,,4300.0,600.0,500.0
all_households,second_quintile,2007,5900.0,200.0,4600.0,600.0,500.0
all_households,second_quintile,2008,4200.0,-1000.0,4400.0,300.0,500.0
all_households,second_quintile,2009,4000.0,-1000.0,4200.0,300.0,500.0
all_households,second_quintile,2010,4200.0,-900.0,4200.0,400.0,500.0
all_households,second_quintile,2011,4000.0,-400.0,3500.0,300.0,500.0
all_households,second_quintile,2012,4000.0,-400.0,3500.0,400.0,500.0
all_households,second_quintile,2013,4900.0,-300.0,4200.0,400.0,500.0
all_households,second_quintile,2014,4900.0,-300.0,4200.0,400.0,600.0
all_households,second_quintile,2015,5200.0,-300.0,4400.0,400.0,600.0
all_households,middle_quintile,1979,10800.0,4300.0,4800.0,1100.0,600.0
all_households,middle_quintile,1980,10600.0,4500.0,4700.0,900.0,500.0
all_households,middle_quintile,1981,10900.0,4700.0,5000.0,700.0,500.0
all_households,middle_quintile,1982,9900.0,4200.0,4900.0,400.0,500.0
all_households,middle_quintile,1983,9400.0,3600.0,4700.0,500.0,500.0
all_households,middle_quintile,1984,10300.0,3800.0,5200.0,600.0,600.0
all_households,middle_quintile,1985,10400.0,3800.0,5400.0,600.0,600.0
all_households,middle_quintile,1986,10600.0,3900.0,5500.0,600.0,600.0
all_households,middle_quintile,1987,10200.0,3400.0,5400.0,800.0,600.0
all_households,middle_quintile,1988,10600.0,3500.0,5700.0,800.0,600.0
all_households,middle_quintile,1989,10700.0,3500.0,5800.0,800.0,600.0
all_households,middle_quintile,1990,10700.0,3500.0,5800.0,700.0,600.0
all_households,middle_quintile,1991,10400.0,3400.0,5700.0,700.0,700.0
all_households,middle_quintile,1992,10100.0,3200.0,5600.0,700.0,700.0
all_households,middle_quintile,1993,10200.0,3100.0,5600.0,800.0,700.0
all_households,middle_quintile,1994,10300.0,3100.0,5600.0,800.0,800.0
all_households,middle_quintile,1995,10800.0,3200.0,5900.0,900.0,700.0
all_households,middle_quintile,1996,10900.0,3300.0,6000.0,900.0,700.0
all_households,middle_quintile,1997,11200.0,3500.0,6200.0,900.0,700.0
all_households,middle_quintile,1998,11300.0,3300.0,6400.0,900.0,700.0
all_households,middle_quintile,1999,11700.0,3400.0,6600.0,900.0,800.0
all_households,middle_quintile,2000,11600.0,3400.0,6500.0,800.0,800.0
all_households,middle_quintile,2001,10600.0,2700.0,6600.0,600.0,700.0
all_households,middle_quintile,2002,9900.0,2400.0,6300.0,500.0,700.0
all_households,middle_quintile,2003,9400.0,2000.0,6200.0,600.0,700.0
all_households,middle_quintile,2004,9800.0,2000.0,6300.0,800.0,700.0
all_households,middle_quintile,2005,10200.0,2100.0,6400.0,1000.0,700.0
all_households,middle_quintile,2006,10300.0,2200.0,6400.0,1100.0,600.0
all_households,middle_quintile,2007,10800.0,2400.0,6800.0,1000.0,600.0
all_households,middle_quintile,2008,8700.0,1100.0,6500.0,600.0,500.0
all_households,middle_quintile,2009,8200.0,1100.0,6200.0,400.0,500.0
all_households,middle_quintile,2010,8500.0,1300.0,6100.0,600.0,600.0
all_households,middle_quintile,2011,8100.0,1800.0,5200.0,600.0,600.0
all_households,middle_quintile,2012,8200.0,1900.0,5100.0,600.0,600.0
all_households,middle_quintile,2013,9500.0,2000.0,6100.0,700.0,600.0
all_households,middle_quintile,2014,9800.0,2000.0,6400.0,800.0,700.0
all_households,middle_quintile,2015,10300.0,2200.0,6600.0,700.0,700.0
all_households,fourth_quintile,1979,16400.0,7700.0,6400.0,1700.0,700.0
all_households,fourth_quintile,1980,16000.0,7900.0,6100.0,1400.0,600.0
all_households,fourth_quintile,1981,16400.0,8200.0,6600.0,1100.0,500.0
all_households,fourth_quintile,1982,15100.0,7300.0,6500.0,700.0,600.0
all_households,fourth_quintile,1983,14700.0,6600.0,6500.0,900.0,700.0
all_households,fourth_quintile,1984,15600.0,6800.0,7000.0,1100.0,700.0
all_households,fourth_quintile,1985,15800.0,6800.0,7300.0,1000.0,700.0
all_households,fourth_quintile,1986,16400.0,7000.0,7600.0,1000.0,700.0
all_households,fourth_quintile,1987,16400.0,6600.0,7700.0,1400.0,700.0
all_households,fourth_quintile,1988,16800.0,6700.0,8100.0,1300.0,700.0
all_households,fourth_quintile,1989,16900.0,6900.0,8100.0,1300.0,700.0
all_households,fourth_quintile,1990,16800.0,6700.0,8200.0,1200.0,700.0
all_households,fourth_quintile,1991,16300.0,6400.0,8000.0,1100.0,800.0
all_households,fourth_quintile,1992,16400.0,6300.0,8100.0,1200.0,800.0
all_households,fourth_quintile,1993,16500.0,6300.0,8100.0,1300.0,800.0
all_households,fourth_quintile,1994,16900.0,6400.0,8200.0,1400.0,900.0
all_households,fourth_quintile,1995,17200.0,6500.0,8300.0,1600.0,900.0
all_households,fourth_quintile,1996,17700.0,6700.0,8500.0,1600.0,800.0
all_households,fourth_quintile,1997,18000.0,7000.0,8700.0,1600.0,800.0
all_households,fourth_quintile,1998,18700.0,7200.0,9200.0,1500.0,900.0
all_households,fourth_quintile,1999,19400.0,7500.0,9400.0,1500.0,1000.0
all_households,fourth_quintile,2000,19700.0,7800.0,9600.0,1500.0,900.0
all_households,fourth_quintile,2001,18200.0,6800.0,9500.0,1000.0,900.0
all_households,fourth_quintile,2002,17100.0,6200.0,9100.0,900.0,800.0
all_households,fourth_quintile,2003,16600.0,5400.0,9200.0,1100.0,800.0
all_households,fourth_quintile,2004,17300.0,5700.0,9500.0,1300.0,800.0
all_households,fourth_quintile,2005,18000.0,5800.0,9600.0,1800.0,800.0
all_households,fourth_quintile,2006,18300.0,6000.0,9600.0,1900.0,800.0
all_households,fourth_quintile,2007,18600.0,6400.0,9800.0,1700.0,700.0
all_households,fourth_quintile,2008,16100.0,4900.0,9700.0,1000.0,600.0
all_households,fourth_quintile,2009,15200.0,4600.0,9200.0,800.0,600.0
all_households,fourth_quintile,2010,15500.0,4900.0,9000.0,1000.0,600.0
all_households,fourth_quintile,2011,15200.0,5700.0,7800.0,1000.0,700.0
all_households,fourth_quintile,2012,15600.0,6000.0,7900.0,1100.0,700.0
all_households,fourth_quintile,2013,17500.0,6200.0,9300.0,1300.0,700.0
all_households,fourth_quintile,2014,18200.0,6500.0,9600.0,1400.0,800.0
all_households,fourth_quintile,2015,19000.0,6900.0,9900.0,1300.0,800.0
all_households,highest_quintile,1979,38900.0,22800.0,7700.0,7400.0,1100.0
all_households,highest_quintile,1980,37300.0,23000.0,7600.0,5800.0,900.0
all_households,highest_quintile,1981,36400.0,22900.0,8100.0,4600.0,800.0
all_households,highest_quintile,1982,33100.0,21100.0,8400.0,2800.0,800.0
all_households,highest_quintile,1983,33500.0,20200.0,8700.0,3700.0,1000.0
all_households,highest_quintile,1984,36600.0,21500.0,9500.0,4500.0,1100.0
all_households,highest_quintile,1985,37000.0,21900.0,9800.0,4200.0,1100.0
all_households,highest_quintile,1986,41200.0,25000.0,10500.0,4700.0,1100.0
all_households,highest_quintile,1987,42800.0,25000.0,11000.0,5600.0,1100.0
all_households,highest_quintile,1988,45400.0,26900.0,11500.0,5900.0,1100.0
all_households,highest_quintile,1989,44500.0,26200.0,11500.0,5800.0,1100.0
all_households,highest_quintile,1990,43100.0,25100.0,11600.0,5300.0,1000.0
all_households,highest_quintile,1991,42100.0,24200.0,12100.0,4700.0,1100.0
all_households,highest_quintile,1992,44300.0,25500.0,12200.0,5400.0,1200.0
all_households,highest_quintile,1993,46200.0,26200.0,12400.0,6300.0,1200.0
all_households,highest_quintile,1994,48400.0,27200.0,13100.0,6800.0,1300.0
all_households,highest_quintile,1995,51500.0,29400.0,13200.0,7600.0,1300.0
all_households,highest_quintile,1996,54900.0,32200.0,13400.0,8100.0,1200.0
all_households,highest_quintile,1997,58400.0,34900.0,13700.0,8500.0,1200.0
all_households,highest_quintile,1998,61900.0,37800.0,14500.0,8300.0,1300.0
all_households,highest_quintile,1999,67200.0,41900.0,15300.0,8600.0,1500.0
all_households,highest_quintile,2000,70300.0,44800.0,15600.0,8500.0,1400.0
all_households,highest_quintile,2001,61200.0,38100.0,16100.0,5800.0,1300.0
all_households,highest_quintile,2002,56600.0,34500.0,15700.0,5200.0,1200.0
all_households,highest_quintile,2003,56300.0,31700.0,16100.0,7300.0,1200.0
all_households,highest_quintile,2004,62000.0,35000.0,16200.0,9500.0,1300.0
all_households,highest_quintile,2005,68500.0,38400.0,16100.0,12700.0,1300.0
all_households,highest_quintile,2006,71600.0,40200.0,16200.0,13900.0,1200.0
all_households,highest_quintile,2007,72100.0,42400.0,16500.0,12100.0,1100.0
all_households,highest_quintile,2008,62200.0,37200.0,16800.0,7200.0,1000.0
all_households,highest_quintile,2009,54700.0,32000.0,16600.0,5300.0,900.0
all_households,highest_quintile,2010,59800.0,34800.0,16400.0,7700.0,1000.0
all_households,highest_quintile,2011,59100.0,36000.0,14600.0,7500.0,1000.0
all_households,highest_quintile,2012,65000.0,40100.0,14700.0,9100.0,1100.0
all_households,highest_quintile,2013,68400.0,40700.0,17100.0,9500.0,1100.0
all_households,highest_quintile,2014,73500.0,44400.0,17200.0,10600.0,1300.0
all_households,highest_quintile,2015,75900.0,46600.0,17900.0,10100.0,1300.0
all_households,percentiles_81_90,1979,23300.0,12200.0,7700.0,2700.0,800.0
all_households,percentiles_81_90,1980,23100.0,12700.0,7500.0,2200.0,700.0
all_households,percentiles_81_90,1981,23300.0,13000.0,8000.0,1700.0,600.0
all_households,percentiles_81_90,1982,21400.0,11700.0,8000.0,1100.0,700.0
all_households,percentiles_81_90,1983,21000.0,10600.0,8200.0,1400.0,800.0
all_households,percentiles_81_90,1984,22500.0,11000.0,9000.0,1700.0,900.0
all_households,percentiles_81_90,1985,22300.0,10900.0,9100.0,1500.0,800.0
all_households,percentiles_81_90,1986,23600.0,11400.0,9800.0,1600.0,800.0
all_households,percentiles_81_90,1987,24600.0,11500.0,10100.0,2100.0,900.0
all_households,percentiles_81_90,1988,25100.0,11600.0,10600.0,2000.0,900.0
all_households,percentiles_81_90,1989,25200.0,11800.0,10500.0,2000.0,900.0
all_households,percentiles_81_90,1990,24700.0,11500.0,10500.0,1900.0,800.0
all_households,percentiles_81_90,1991,24300.0,11200.0,10500.0,1700.0,900.0
all_households,percentiles_81_90,1992,24400.0,11000.0,10600.0,1800.0,900.0
all_households,percentiles_81_90,1993,24700.0,11000.0,10600.0,2100.0,1000.0
all_households,percentiles_81_90,1994,25700.0,11400.0,11000.0,2200.0,1000.0
all_households,percentiles_81_90,1995,26500.0,11900.0,11100.0,2500.0,1100.0
all_households,percentiles_81_90,1996,26900.0,12200.0,11100.0,2600.0,1000.0
all_households,percentiles_81_90,1997,27900.0,12800.0,11500.0,2600.0,1000.0
all_households,percentiles_81_90,1998,29300.0,13600.0,12200.0,2400.0,1100.0
all_households,percentiles_81_90,1999,30900.0,14500.0,12800.0,2400.0,1200.0
all_households,percentiles_81_90,2000,31500.0,15100.0,12900.0,2400.0,1100.0
all_households,percentiles_81_90,2001,29600.0,13600.0,13300.0,1600.0,1000.0
all_households,percentiles_81_90,2002,28000.0,12700.0,12900.0,1400.0,1000.0
all_households,percentiles_81_90,2003,27400.0,11400.0,13200.0,1800.0,1000.0
all_households,percentiles_81_90,2004,28400.0,11900.0,13300.0,2200.0,1000.0
all_households,percentiles_81_90,2005,29200.0,12000.0,13300.0,2900.0,1000.0
all_households,percentiles_81_90,2006,30100.0,12500.0,13400.0,3300.0,900.0
all_households,percentiles_81_90,2007,30100.0,12900.0,13600.0,2800.0,800.0
all_households,percentiles_81_90,2008,27300.0,11300.0,13600.0,1600.0,800.0
all_households,percentiles_81_90,2009,25900.0,10700.0,13200.0,1300.0,700.0
all_households,percentiles_81_90,2010,26900.0,11400.0,13100.0,1700.0,700.0
all_households,percentiles_81_90,2011,26400.0,12500.0,11400.0,1700.0,800.0
all_households,percentiles_81_90,2012,27000.0,12900.0,11500.0,1800.0,800.0
all_households,percentiles_81_90,2013,29700.0,13300.0,13200.0,2300.0,900.0
all_households,percentiles_81_90,2014,30700.0,13800.0,13500.0,2400.0,1000.0
all_households,percentiles_81_90,2015,32000.0,14700.0,13900.0,2300.0,1000.0
all_households,percentiles_91_95,1979,30600.0,17200.0,8300.0,4000.0,1000.0
all_households,percentiles_91_95,1980,30100.0,17800.0,8000.0,3500.0,800.0
all_households,percentiles_91_95,1981,30200.0,18200.0,8600.0,2700.0,800.0
all_households,percentiles_91_95,1982,27300.0,16100.0,8900.0,1500.0,800.0
all_households,percentiles_91_95,1983,27000.0,14900.0,9100.0,2100.0,900.0
all_households,percentiles_91_95,1984,29500.0,15900.0,10000.0,2600.0,1000.0
all_households,percentiles_91_95,1985,29700.0,16000.0,10400.0,2300.0,1000.0
all_households,percentiles_91_95,1986,31300.0,16700.0,11200.0,2400.0,1000.0
all_households,percentiles_91_95,1987,33600.0,17700.0,11700.0,3100.0,1100.0
all_households,percentiles_91_95,1988,34100.0,17700.0,12200.0,3200.0,1100.0
all_households,percentiles_91_95,1989,34400.0,18000.0,12100.0,3200.0,1000.0
all_households,percentiles_91_95,1990,33600.0,17300.0,12200.0,3100.0,1000.0
all_households,percentiles_91_95,1991,33100.0,16800.0,12500.0,2700.0,1100.0
all_households,percentiles_91_95,1992,33800.0,17100.0,12600.0,3000.0,1100.0
all_households,percentiles_91_95,1993,34200.0,16900.0,12700.0,3500.0,1200.0
all_households,percentiles_91_95,1994,36000.0,17900.0,13300.0,3600.0,1300.0
all_households,percentiles_91_95,1995,37300.0,18400.0,13600.0,4000.0,1200.0
all_households,percentiles_91_95,1996,38600.0,19600.0,13700.0,4300.0,1100.0
all_households,percentiles_91_95,1997,40300.0,20900.0,13900.0,4400.0,1200.0
all_households,percentiles_91_95,1998,41900.0,22200.0,14500.0,4000.0,1200.0
all_households,percentiles_91_95,1999,44500.0,23800.0,15200.0,4100.0,1400.0
all_households,percentiles_91_95,2000,45600.0,24700.0,15600.0,3900.0,1300.0
all_households,percentiles_91_95,2001,42500.0,22600.0,16200.0,2600.0,1200.0
all_households,percentiles_91_95,2002,40400.0,21100.0,15900.0,2300.0,1100.0
all_households,percentiles_91_95,2003,39200.0,19000.0,16200.0,3000.0,1100.0
all_households,percentiles_91_95,2004,40900.0,19800.0,16300.0,3700.0,1100.0
all_households,percentiles_91_95,2005,43000.0,20600.0,16300.0,5000.0,1100.0
all_households,percentiles_91_95,2006,44400.0,21500.0,16300.0,5600.0,1000.0
all_households,percentiles_91_95,2007,44700.0,22400.0,16500.0,4800.0,1000.0
all_households,percentiles_91_95,2008,41300.0,20700.0,17000.0,2700.0,900.0
all_households,percentiles_91_95,2009,38800.0,19100.0,16700.0,2100.0,900.0
all_households,percentiles_91_95,2010,40400.0,20300.0,16400.0,2800.0,900.0
all_households,percentiles_91_95,2011,40100.0,21700.0,14600.0,2800.0,900.0
all_households,percentiles_91_95,2012,41300.0,22500.0,14700.0,3100.0,1000.0
all_households,percentiles_91_95,2013,44900.0,23000.0,17000.0,3900.0,1000.0
all_households,percentiles_91_95,2014,47000.0,24300.0,17300.0,4300.0,1200.0
all_households,percentiles_91_95,2015,48800.0,25600.0,17900.0,4000.0,1200.0
all_households,percentiles_96_99,1979,48700.0,30400.0,7600.0,9400.0,1300.0
all_households,percentiles_96_99,1980,46800.0,30700.0,7600.0,7500.0,1100.0
all_households,percentiles_96_99,1981,45600.0,30700.0,8100.0,5900.0,900.0
all_households,percentiles_96_99,1982,41100.0,28100.0,8800.0,3200.0,900.0
all_households,percentiles_96_99,1983,40400.0,25600.0,9300.0,4400.0,1100.0
all_households,percentiles_96_99,1984,43900.0,27300.0,10300.0,5000.0,1200.0
all_households,percentiles_96_99,1985,44800.0,27800.0,10800.0,4900.0,1300.0
all_households,percentiles_96_99,1986,48900.0,31000.0,11400.0,5100.0,1400.0
all_households,percentiles_96_99,1987,53500.0,32900.0,12100.0,7100.0,1300.0
all_households,percentiles_96_99,1988,54000.0,33100.0,12600.0,7000.0,1300.0
all_households,percentiles_96_99,1989,54900.0,34000.0,12800.0,6900.0,1200.0
all_households,percentiles_96_99,1990,52800.0,32300.0,13100.0,6200.0,1200.0
all_households,percentiles_96_99,1991,52400.0,31100.0,14300.0,5600.0,1400.0
all_households,percentiles_96_99,1992,54500.0,32200.0,14700.0,6300.0,1400.0
all_households,percentiles_96_99,1993,56500.0,32600.0,15200.0,7200.0,1500.0
all_households,percentiles_96_99,1994,58700.0,34000.0,15700.0,7500.0,1500.0
all_households,percentiles_96_99,1995,62900.0,37000.0,15700.0,8700.0,1500.0
all_households,percentiles_96_99,1996,66100.0,39900.0,15900.0,8900.0,1400.0
all_households,percentiles_96_99,1997,70600.0,43400.0,16200.0,9500.0,1500.0
all_households,percentiles_96_99,1998,74200.0,46900.0,17000.0,8800.0,1500.0
all_households,percentiles_96_99,1999,79900.0,51100.0,17800.0,9200.0,1800.0
all_households,percentiles_96_99,2000,81800.0,53200.0,18300.0,8800.0,1600.0
all_households,percentiles_96_99,2001,73600.0,47400.0,18900.0,5900.0,1500.0
all_households,percentiles_96_99,2002,69200.0,43600.0,19100.0,5200.0,1400.0
all_households,percentiles_96_99,2003,68500.0,40300.0,19800.0,7100.0,1400.0
all_households,percentiles_96_99,2004,74000.0,43900.0,19700.0,8900.0,1500.0
all_households,percentiles_96_99,2005,81200.0,48100.0,19300.0,12300.0,1500.0
all_households,percentiles_96_99,2006,83800.0,49800.0,19400.0,13300.0,1400.0
all_households,percentiles_96_99,2007,85000.0,52500.0,19600.0,11600.0,1300.0
all_households,percentiles_96_99,2008,75900.0,48000.0,20400.0,6300.0,1200.0
all_households,percentiles_96_99,2009,69100.0,42400.0,20900.0,4700.0,1100.0
all_households,percentiles_96_99,2010,73800.0,45700.0,20700.0,6300.0,1100.0
all_households,percentiles_96_99,2011,73800.0,47900.0,18400.0,6300.0,1200.0
all_households,percentiles_96_99,2012,79200.0,51800.0,18600.0,7400.0,1300.0
all_households,percentiles_96_99,2013,84900.0,52500.0,21700.0,9400.0,1300.0
all_households,percentiles_96_99,2014,89100.0,55600.0,21600.0,10400.0,1500.0
all_households,percentiles_96_99,2015,92600.0,59000.0,22300.0,9800.0,1600.0
all_households,top_1_percent,1979,189200.0,121000.0,5000.0,60600.0,2600.0
all_households,top_1_percent,1980,170400.0,116800.0,5500.0,45800.0,2200.0
all_households,top_1_percent,1981,154900.0,109900.0,6400.0,36600.0,1900.0
all_households,top_1_percent,1982,144900.0,110200.0,8500.0,24300.0,1900.0
all_households,top_1_percent,1983,160200.0,116700.0,9100.0,31600.0,2600.0
all_households,top_1_percent,1984,176800.0,127000.0,9500.0,37600.0,2800.0
all_households,top_1_percent,1985,186200.0,135800.0,10000.0,37300.0,3100.0
all_households,top_1_percent,1986,229100.0,171500.0,10000.0,43900.0,3700.0
all_households,top_1_percent,1987,226500.0,164300.0,11900.0,47300.0,3100.0
all_households,top_1_percent,1988,272700.0,201000.0,12900.0,55500.0,3300.0
all_households,top_1_percent,1989,246800.0,180000.0,13100.0,51000.0,2700.0
all_households,top_1_percent,1990,234400.0,171000.0,13400.0,47400.0,2600.0
all_households,top_1_percent,1991,220000.0,159600.0,16800.0,40900.0,2800.0
all_households,top_1_percent,1992,254900.0,186100.0,16600.0,49300.0,2900.0
all_households,top_1_percent,1993,273100.0,195200.0,17300.0,57600.0,3100.0
all_households,top_1_percent,1994,289500.0,198900.0,22900.0,64600.0,3100.0
all_households,top_1_percent,1995,328000.0,229200.0,23000.0,72500.0,3300.0
all_households,top_1_percent,1996,364700.0,259800.0,23800.0,78000.0,3100.0
all_households,top_1_percent,1997,407800.0,293800.0,25300.0,85400.0,3300.0
all_households,top_1_percent,1998,443500.0,325700.0,26900.0,87400.0,3500.0
all_households,top_1_percent,1999,486500.0,364200.0,29400.0,88900.0,4000.0
all_households,top_1_percent,2000,530200.0,404600.0,31800.0,90100.0,3700.0
all_households,top_1_percent,2001,419800.0,322100.0,30900.0,63600.0,3200.0
all_households,top_1_percent,2002,370100.0,280400.0,29300.0,57300.0,3000.0
all_households,top_1_percent,2003,377400.0,260900.0,29300.0,83800.0,3300.0
