household_type,income_group,year,inc_before_transfers_taxes,market_income,wages,employee_contrib_deferred_comp,employer_contrib_health_ins,employer_share_payroll_taxes,federal_unemployment_tax,corp_tax_borne_by_labor,business_income,capital_gains,tax_exempt_interest,taxable_interest,positive_rental_income,dividends,corp_tax_borne_by_capital,other_market_income,social_insurance_benefits,social_security,medicare,unemployment_insurance,workers_compensation
all_households,all_quintiles,1989,74900.0,69000.0,44600.0,600.0,2300.0,2800.0,100.0,400.0,3800.0,2700.0,700.0,4000.0,600.0,1500.0,1300.0,3600.0,5800.0,3900.0,1500.0,200.0,200.0
all_households,all_quintiles,1990,74500.0,68400.0,44800.0,600.0,2300.0,2900.0,100.0,400.0,3800.0,1900.0,700.0,4000.0,600.0,1400.0,1200.0,3700.0,6100.0,4000.0,1600.0,300.0,200.0
all_households,all_quintiles,1991,72700.0,66300.0,43900.0,600.0,2300.0,2900.0,100.0,400.0,3500.0,1700.0,700.0,3500.0,600.0,1300.0,1100.0,3800.0,6400.0,4100.0,1700.0,400.0,200.0
all_households,all_quintiles,1992,74700.0,68000.0,44900.0,700.0,2500.0,3000.0,100.0,400.0,4000.0,1900.0,700.0,2600.0,600.0,1200.0,1200.0,4000.0,6700.0,4200.0,1800.0,500.0,200.0
all_households,all_quintiles,1993,75000.0,68100.0,44600.0,800.0,2800.0,2900.0,100.0,500.0,3900.0,2200.0,700.0,2100.0,700.0,1200.0,1400.0,4100.0,6900.0,4300.0,2000.0,400.0,200.0
all_households,all_quintiles,1994,75800.0,69000.0,44900.0,900.0,3000.0,3000.0,100.0,500.0,4200.0,2100.0,700.0,1900.0,600.0,1200.0,1500.0,4200.0,6900.0,4300.0,2000.0,300.0,200.0
all_households,all_quintiles,1995,79000.0,72000.0,46300.0,1000.0,3100.0,3100.0,100.0,600.0,4300.0,2500.0,700.0,2300.0,700.0,1400.0,1700.0,4400.0,7100.0,4400.0,2200.0,300.0,200.0
all_households,all_quintiles,1996,82100.0,74900.0,47200.0,1200.0,3000.0,3200.0,100.0,600.0,4500.0,3500.0,700.0,2300.0,700.0,1500.0,1800.0,4700.0,7200.0,4500.0,2300.0,300.0,100.0
all_households,all_quintiles,1997,85900.0,78600.0,48900.0,1200.0,2700.0,3300.0,100.0,600.0,4800.0,4800.0,700.0,2300.0,700.0,1600.0,1800.0,5100.0,7300.0,4500.0,2400.0,200.0,200.0
all_households,all_quintiles,1998,90500.0,83300.0,51400.0,1400.0,2700.0,3400.0,100.0,600.0,5200.0,5900.0,700.0,2400.0,700.0,1600.0,1800.0,5600.0,7200.0,4600.0,2300.0,200.0,100.0
all_households,all_quintiles,1999,94900.0,87900.0,53600.0,1500.0,2700.0,3600.0,100.0,600.0,5500.0,7000.0,700.0,2300.0,700.0,1700.0,1800.0,6000.0,7000.0,4400.0,2200.0,200.0,100.0
all_households,all_quintiles,2000,97500.0,90300.0,54700.0,1600.0,2800.0,3600.0,100.0,600.0,5400.0,7600.0,700.0,2500.0,700.0,1800.0,1800.0,6600.0,7100.0,4600.0,2200.0,200.0,200.0
all_households,all_quintiles,2001,92100.0,84600.0,54300.0,1600.0,2900.0,3700.0,100.0,400.0,5200.0,3900.0,700.0,2400.0,700.0,1400.0,1200.0,6100.0,7500.0,4700.0,2400.0,300.0,100.0
all_households,all_quintiles,2002,88500.0,80600.0,52600.0,1500.0,3200.0,3500.0,100.0,400.0,5200.0,2700.0,600.0,1700.0,700.0,1200.0,1100.0,6200.0,7900.0,4800.0,2500.0,500.0,100.0
all_households,all_quintiles,2003,90000.0,82000.0,52300.0,1800.0,3500.0,3500.0,100.0,500.0,5400.0,3300.0,600.0,1400.0,700.0,1300.0,1500.0,6200.0,8000.0,4800.0,2500.0,500.0,200.0
all_households,all_quintiles,2004,95100.0,87100.0,53400.0,1900.0,3900.0,3600.0,100.0,600.0,6100.0,5100.0,600.0,1400.0,700.0,1600.0,1900.0,6300.0,8000.0,4900.0,2700.0,400.0,100.0
all_households,all_quintiles,2005,100200.0,92000.0,53800.0,2000.0,4100.0,3600.0,100.0,800.0,7000.0,6900.0,600.0,1700.0,800.0,1700.0,2500.0,6500.0,8200.0,5000.0,2800.0,300.0,200.0
all_households,all_quintiles,2006,104100.0,95500.0,54900.0,2000.0,4000.0,3600.0,100.0,900.0,7100.0,7800.0,700.0,2200.0,700.0,2000.0,2700.0,6700.0,8600.0,5000.0,3100.0,300.0,100.0
all_households,all_quintiles,2007,107400.0,98600.0,56600.0,2100.0,3800.0,3800.0,100.0,800.0,6800.0,8800.0,800.0,2600.0,800.0,2300.0,2400.0,7200.0,8700.0,5200.0,3100.0,300.0,100.0
all_households,all_quintiles,2008,99700.0,90600.0,55900.0,2100.0,3800.0,3700.0,100.0,500.0,6000.0,4400.0,700.0,2100.0,900.0,2100.0,1400.0,7100.0,9100.0,5300.0,3300.0,400.0,100.0
all_households,all_quintiles,2009,93800.0,83300.0,53400.0,2000.0,3800.0,3600.0,100.0,400.0,5600.0,2200.0,700.0,1600.0,700.0,1500.0,1100.0,6800.0,10500.0,5800.0,3500.0,1100.0,100.0
all_households,all_quintiles,2010,96100.0,85700.0,53200.0,1900.0,3600.0,3600.0,100.0,500.0,6100.0,3300.0,700.0,1300.0,800.0,1700.0,1500.0,7400.0,10500.0,5700.0,3500.0,1100.0,100.0
all_households,all_quintiles,2011,95300.0,85100.0,52900.0,1900.0,3600.0,3500.0,100.0,500.0,6300.0,3300.0,600.0,1000.0,800.0,1700.0,1500.0,7400.0,10200.0,5700.0,3500.0,800.0,100.0
all_households,all_quintiles,2012,99800.0,89500.0,53400.0,2000.0,3600.0,3500.0,,600.0,7300.0,5200.0,600.0,900.0,900.0,2200.0,1700.0,7500.0,10300.0,6000.0,3600.0,600.0,100.0
all_households,all_quintiles,2013,98500.0,88200.0,53900.0,2000.0,3500.0,3600.0,,600.0,7000.0,4000.0,600.0,800.0,900.0,1800.0,1900.0,7500.0,10300.0,6100.0,3600.0,400.0,100.0
all_households,all_quintiles,2014,102000.0,91700.0,54900.0,2100.0,3500.0,3700.0,,700.0,7400.0,5600.0,500.0,800.0,900.0,2100.0,2000.0,7600.0,10300.0,6200.0,3600.0,300.0,100.0
all_households,all_quintiles,2015,105100.0,94500.0,56800.0,2200.0,3600.0,3800.0,,600.0,7800.0,5600.0,500.0,800.0,800.0,2100.0,1900.0,8000.0,10500.0,6400.0,3800.0,200.0,100.0
all_households,lowest_quintile,1979,16700.0,12200.0,8900.0,0.0,500.0,500.0,100.0,100.0,300.0,100.0,,400.0,100.0,100.0,200.0,900.0,4500.0,3200.0,1100.0,100.0,100.0
all_households,lowest_quintile,1980,16400.0,12100.0,9100.0,0.0,400.0,500.0,,100.0,200.0,100.0,,500.0,100.0,100.0,100.0,800.0,4300.0,2900.0,1100.0,200.0,100.0
all_households,lowest_quintile,1981,16200.0,12300.0,9400.0,0.0,400.0,600.0,100.0,100.0,100.0,100.0,,500.0,100.0,100.0,100.0,800.0,3900.0,2600.0,1000.0,200.0,100.0
all_households,lowest_quintile,1982,15800.0,12200.0,9400.0,0.0,500.0,600.0,,100.0,100.0,100.0,,500.0,100.0,100.0,100.0,600.0,3600.0,2100.0,900.0,400.0,100.0
all_households,lowest_quintile,1983,15200.0,12300.0,9400.0,0.0,500.0,600.0,100.0,100.0,200.0,100.0,,500.0,100.0,100.0,100.0,600.0,3000.0,1700.0,800.0,400.0,100.0
all_households,lowest_quintile,1984,16100.0,13100.0,9800.0,,600.0,700.0,100.0,100.0,200.0,100.0,,600.0,100.0,100.0,100.0,700.0,3100.0,1900.0,900.0,200.0,100.0
all_households,lowest_quintile,1985,16200.0,13200.0,10000.0,,500.0,700.0,100.0,100.0,300.0,100.0,,600.0,100.0,100.0,100.0,600.0,3000.0,1800.0,900.0,200.0,100.0
all_households,lowest_quintile,1986,16100.0,13100.0,9700.0,,600.0,700.0,100.0,100.0,500.0,100.0,,500.0,100.0,100.0,100.0,700.0,2900.0,1700.0,800.0,300.0,100.0
all_households,lowest_quintile,1987,15400.0,12500.0,9100.0,,600.0,600.0,100.0,100.0,500.0,100.0,,400.0,100.0,100.0,100.0,700.0,3000.0,1800.0,900.0,200.0,100.0
all_households,lowest_quintile,1988,16000.0,12900.0,9300.0,,500.0,700.0,100.0,100.0,700.0,100.0,,400.0,100.0,100.0,100.0,800.0,3100.0,1900.0,900.0,200.0,100.0
all_households,lowest_quintile,1989,16800.0,13700.0,9900.0,,600.0,700.0,100.0,100.0,600.0,100.0,,500.0,100.0,100.0,100.0,800.0,3200.0,1900.0,1000.0,200.0,100.0
all_households,lowest_quintile,1990,17600.0,14400.0,10600.0,100.0,600.0,800.0,100.0,100.0,700.0,,,500.0,100.0,100.0,100.0,700.0,3200.0,1800.0,1100.0,200.0,100.0
all_households,lowest_quintile,1991,17900.0,14800.0,11100.0,,600.0,800.0,100.0,100.0,600.0,,,500.0,100.0,100.0,100.0,700.0,3100.0,1600.0,1000.0,400.0,100.0
all_households,lowest_quintile,1992,18300.0,15000.0,11300.0,100.0,700.0,900.0,100.0,100.0,700.0,100.0,,300.0,100.0,100.0,100.0,600.0,3200.0,1600.0,1000.0,500.0,100.0
all_households,lowest_quintile,1993,18500.0,15400.0,11400.0,100.0,700.0,900.0,100.0,100.0,800.0,100.0,,300.0,100.0,100.0,100.0,700.0,3100.0,1600.0,1000.0,400.0,100.0
all_households,lowest_quintile,1994,18400.0,15200.0,11200.0,100.0,800.0,800.0,100.0,100.0,700.0,,,300.0,100.0,100.0,100.0,700.0,3200.0,1700.0,1100.0,300.0,100.0
all_households,lowest_quintile,1995,19600.0,16500.0,12100.0,100.0,900.0,900.0,100.0,100.0,900.0,100.0,,300.0,100.0,100.0,100.0,700.0,3100.0,1700.0,1100.0,300.0,100.0
all_households,lowest_quintile,1996,19600.0,16700.0,12300.0,100.0,900.0,900.0,100.0,200.0,900.0,100.0,,300.0,100.0,100.0,100.0,700.0,2900.0,1500.0,1100.0,300.0,100.0
all_households,lowest_quintile,1997,20600.0,17600.0,13000.0,100.0,900.0,1000.0,100.0,200.0,1000.0,100.0,,300.0,100.0,100.0,100.0,700.0,3100.0,1600.0,1100.0,200.0,100.0
all_households,lowest_quintile,1998,21700.0,18600.0,13900.0,100.0,1000.0,1100.0,100.0,200.0,1000.0,100.0,,200.0,100.0,100.0,100.0,800.0,3100.0,1600.0,1200.0,200.0,100.0
all_households,lowest_quintile,1999,22300.0,18800.0,13800.0,100.0,900.0,1000.0,100.0,200.0,1200.0,100.0,,200.0,100.0,100.0,100.0,800.0,3500.0,1900.0,1300.0,200.0,100.0
all_households,lowest_quintile,2000,22100.0,18600.0,13600.0,200.0,1000.0,1000.0,100.0,100.0,1100.0,100.0,,200.0,100.0,100.0,100.0,900.0,3500.0,1900.0,1300.0,200.0,100.0
all_households,lowest_quintile,2001,21800.0,18000.0,13500.0,100.0,1000.0,1000.0,100.0,100.0,1000.0,,,300.0,100.0,100.0,100.0,700.0,3700.0,2000.0,1400.0,300.0,100.0
all_households,lowest_quintile,2002,21800.0,18000.0,13400.0,100.0,1000.0,1000.0,100.0,100.0,1000.0,,,200.0,100.0,100.0,100.0,900.0,3700.0,1900.0,1300.0,400.0,100.0
all_households,lowest_quintile,2003,21400.0,17500.0,12900.0,100.0,1000.0,1000.0,100.0,100.0,1000.0,,,200.0,100.0,100.0,100.0,900.0,3900.0,2000.0,1500.0,400.0,100.0
all_households,lowest_quintile,2004,21600.0,17700.0,13100.0,100.0,1100.0,1000.0,100.0,200.0,1000.0,,,200.0,100.0,100.0,100.0,700.0,3900.0,2000.0,1500.0,300.0,100.0
all_households,lowest_quintile,2005,22200.0,18400.0,13500.0,100.0,1100.0,1000.0,,200.0,1000.0,,,200.0,100.0,100.0,100.0,800.0,3800.0,2000.0,1500.0,300.0,100.0
all_households,lowest_quintile,2006,23000.0,19700.0,14500.0,100.0,1300.0,1100.0,100.0,200.0,1200.0,100.0,,200.0,100.0,100.0,100.0,700.0,3300.0,1600.0,1400.0,200.0,
all_households,lowest_quintile,2007,24200.0,20700.0,15300.0,100.0,1100.0,1200.0,100.0,200.0,1200.0,100.0,,200.0,100.0,100.0,100.0,900.0,3500.0,1800.0,1400.0,300.0,
all_households,lowest_quintile,2008,23800.0,19900.0,15000.0,100.0,1100.0,1100.0,,100.0,1000.0,,,200.0,100.0,100.0,100.0,900.0,3900.0,1900.0,1600.0,400.0,100.0
all_households,lowest_quintile,2009,23300.0,19100.0,14300.0,100.0,1000.0,1100.0,,100.0,1100.0,,,200.0,100.0,100.0,100.0,900.0,4200.0,1700.0,1500.0,1000.0,
all_households,lowest_quintile,2010,23600.0,19400.0,14500.0,100.0,900.0,1100.0,,100.0,1200.0,,,200.0,100.0,100.0,100.0,900.0,4200.0,1700.0,1400.0,1100.0,
all_households,lowest_quintile,2011,23000.0,18800.0,14000.0,100.0,900.0,1000.0,,100.0,1300.0,,,100.0,100.0,100.0,100.0,900.0,4200.0,1900.0,1500.0,800.0,
all_households,lowest_quintile,2012,22200.0,18400.0,13500.0,100.0,1000.0,1000.0,,100.0,1400.0,,,100.0,100.0,100.0,100.0,800.0,3800.0,1700.0,1500.0,600.0,
all_households,lowest_quintile,2013,23100.0,19200.0,14100.0,100.0,1000.0,1100.0,,200.0,1400.0,,,100.0,100.0,100.0,100.0,900.0,3900.0,1900.0,1600.0,400.0,
all_households,lowest_quintile,2014,22900.0,18900.0,14000.0,100.0,900.0,1100.0,,200.0,1400.0,100.0,,100.0,100.0,100.0,100.0,800.0,4000.0,2000.0,1700.0,200.0,
all_households,lowest_quintile,2015,23900.0,19400.0,14500.0,100.0,1000.0,1100.0,,200.0,1300.0,100.0,,100.0,100.0,100.0,100.0,900.0,4400.0,2300.0,1900.0,200.0,
all_households,second_quintile,1979,36300.0,30800.0,23400.0,0.0,1300.0,1400.0,100.0,300.0,1000.0,100.0,,900.0,200.0,100.0,300.0,1700.0,5600.0,4100.0,1100.0,200.0,200.0
all_households,second_quintile,1980,34400.0,28400.0,21900.0,0.0,1000.0,1300.0,100.0,200.0,900.0,100.0,,900.0,100.0,100.0,200.0,1500.0,6000.0,4200.0,1200.0,400.0,100.0
all_households,second_quintile,1981,34300.0,28200.0,21700.0,0.0,1000.0,1400.0,100.0,200.0,700.0,100.0,,1000.0,100.0,100.0,200.0,1500.0,6100.0,4300.0,1300.0,400.0,100.0
all_households,second_quintile,1982,33500.0,26900.0,20800.0,0.0,1100.0,1300.0,100.0,100.0,700.0,100.0,,1000.0,100.0,100.0,100.0,1300.0,6600.0,4300.0,1500.0,600.0,100.0
all_households,second_quintile,1983,32700.0,26100.0,19900.0,0.0,1200.0,1300.0,100.0,100.0,800.0,200.0,,1000.0,100.0,100.0,100.0,1200.0,6600.0,4300.0,1600.0,600.0,200.0
all_households,second_quintile,1984,34500.0,28200.0,21300.0,100.0,1200.0,1400.0,100.0,200.0,800.0,100.0,,1000.0,100.0,100.0,200.0,1500.0,6300.0,4200.0,1600.0,400.0,200.0
all_households,second_quintile,1985,34300.0,27900.0,21100.0,100.0,1200.0,1400.0,100.0,200.0,900.0,100.0,,1000.0,100.0,100.0,100.0,1500.0,6400.0,4200.0,1700.0,300.0,200.0
all_households,second_quintile,1986,34900.0,28300.0,21200.0,100.0,1200.0,1500.0,100.0,200.0,1000.0,200.0,,800.0,100.0,100.0,100.0,1600.0,6700.0,4300.0,1800.0,400.0,200.0
all_households,second_quintile,1987,33900.0,27100.0,20000.0,100.0,1300.0,1400.0,100.0,200.0,1000.0,100.0,,900.0,100.0,200.0,200.0,1500.0,6800.0,4500.0,1800.0,300.0,200.0
all_households,second_quintile,1988,34500.0,27700.0,20300.0,100.0,1300.0,1500.0,100.0,200.0,1100.0,100.0,,900.0,100.0,200.0,200.0,1700.0,6800.0,4500.0,1900.0,200.0,200.0
all_households,second_quintile,1989,35100.0,28300.0,20600.0,100.0,1300.0,1500.0,100.0,200.0,1200.0,100.0,,900.0,100.0,200.0,200.0,1800.0,6800.0,4500.0,1900.0,300.0,200.0
all_households,second_quintile,1990,36100.0,29500.0,21700.0,200.0,1300.0,1600.0,100.0,200.0,1100.0,,,900.0,200.0,200.0,200.0,1800.0,6700.0,4300.0,1900.0,300.0,200.0
all_households,second_quintile,1991,35400.0,28500.0,21100.0,200.0,1300.0,1600.0,100.0,200.0,1100.0,100.0,,800.0,100.0,100.0,200.0,1800.0,6900.0,4300.0,1900.0,400.0,200.0
all_households,second_quintile,1992,35600.0,28600.0,21000.0,200.0,1400.0,1600.0,100.0,200.0,1100.0,100.0,,600.0,100.0,100.0,200.0,1900.0,7000.0,4300.0,2000.0,500.0,200.0
all_households,second_quintile,1993,35900.0,28600.0,20900.0,200.0,1600.0,1600.0,100.0,200.0,1000.0,100.0,,500.0,200.0,200.0,200.0,1900.0,7300.0,4400.0,2200.0,500.0,200.0
all_households,second_quintile,1994,35900.0,28600.0,20800.0,200.0,1700.0,1600.0,100.0,200.0,1100.0,100.0,,400.0,200.0,200.0,200.0,1900.0,7400.0,4600.0,2300.0,300.0,200.0
all_households,second_quintile,1995,37900.0,30500.0,22300.0,300.0,1800.0,1700.0,100.0,300.0,1000.0,100.0,,500.0,100.0,200.0,200.0,2000.0,7400.0,4600.0,2400.0,300.0,100.0
all_households,second_quintile,1996,37900.0,30800.0,22500.0,300.0,1800.0,1700.0,100.0,300.0,1100.0,100.0,,500.0,100.0,200.0,200.0,2000.0,7100.0,4300.0,2400.0,300.0,100.0
all_households,second_quintile,1997,39300.0,32200.0,23700.0,400.0,1700.0,1800.0,100.0,300.0,1200.0,200.0,,400.0,100.0,200.0,200.0,2000.0,7100.0,4300.0,2400.0,300.0,100.0
all_households,second_quintile,1998,41100.0,33900.0,25000.0,400.0,1700.0,1900.0,100.0,300.0,1200.0,200.0,,400.0,100.0,200.0,200.0,2200.0,7200.0,4400.0,2400.0,300.0,100.0
all_households,second_quintile,1999,42500.0,35400.0,25900.0,500.0,1700.0,2000.0,100.0,300.0,1300.0,300.0,,500.0,100.0,200.0,200.0,2400.0,7100.0,4400.0,2300.0,300.0,100.0
all_households,second_quintile,2000,42700.0,35900.0,26000.0,500.0,1800.0,2000.0,100.0,300.0,1200.0,300.0,,500.0,100.0,200.0,200.0,2700.0,6800.0,4200.0,2200.0,200.0,100.0
all_households,second_quintile,2001,42400.0,34900.0,25700.0,500.0,1900.0,2000.0,100.0,200.0,1200.0,,,500.0,200.0,200.0,100.0,2400.0,7500.0,4600.0,2500.0,300.0,100.0
all_households,second_quintile,2002,41900.0,34200.0,25300.0,300.0,2000.0,1900.0,100.0,200.0,1200.0,,,400.0,100.0,200.0,100.0,2500.0,7700.0,4500.0,2500.0,500.0,100.0
all_households,second_quintile,2003,41700.0,33700.0,24600.0,300.0,2100.0,1900.0,100.0,200.0,1200.0,,,300.0,100.0,200.0,100.0,2500.0,8000.0,4800.0,2600.0,500.0,100.0
all_households,second_quintile,2004,43100.0,35300.0,25500.0,300.0,2500.0,1900.0,100.0,300.0,1200.0,,,300.0,100.0,200.0,100.0,2700.0,7900.0,4700.0,2700.0,400.0,100.0
all_households,second_quintile,2005,43400.0,35400.0,25500.0,300.0,2500.0,1900.0,100.0,400.0,1300.0,100.0,,300.0,100.0,200.0,200.0,2600.0,7900.0,4700.0,2800.0,300.0,100.0
all_households,second_quintile,2006,44300.0,36300.0,26200.0,300.0,2500.0,2000.0,100.0,400.0,1300.0,100.0,,400.0,100.0,200.0,200.0,2400.0,8000.0,4600.0,3000.0,300.0,100.0
all_households,second_quintile,2007,46500.0,38700.0,28200.0,400.0,2400.0,2100.0,100.0,400.0,1300.0,200.0,,400.0,100.0,200.0,200.0,2600.0,7800.0,4500.0,2900.0,300.0,100.0
all_households,second_quintile,2008,45100.0,36900.0,27100.0,400.0,2300.0,2000.0,100.0,200.0,1200.0,,,400.0,200.0,200.0,100.0,2700.0,8200.0,4600.0,3100.0,400.0,100.0
all_households,second_quintile,2009,44600.0,35300.0,25900.0,300.0,2300.0,2000.0,100.0,200.0,1200.0,-100.0,,300.0,100.0,200.0,100.0,2700.0,9300.0,4700.0,3200.0,1200.0,100.0
all_households,second_quintile,2010,44600.0,35600.0,25900.0,300.0,2200.0,1900.0,100.0,200.0,1400.0,,,200.0,200.0,200.0,100.0,2900.0,9000.0,4600.0,3000.0,1300.0,100.0
all_households,second_quintile,2011,43600.0,34400.0,25000.0,300.0,2200.0,1900.0,100.0,200.0,1400.0,,,200.0,200.0,200.0,100.0,2700.0,9200.0,4900.0,3300.0,900.0,100.0
all_households,second_quintile,2012,43300.0,34300.0,24700.0,300.0,2200.0,1900.0,,300.0,1500.0,,,100.0,200.0,200.0,100.0,2700.0,9100.0,5000.0,3300.0,700.0,100.0
all_households,second_quintile,2013,44200.0,35500.0,25800.0,400.0,2200.0,1900.0,,300.0,1500.0,100.0,,100.0,200.0,200.0,100.0,2700.0,8700.0,5100.0,3100.0,500.0,100.0
all_households,second_quintile,2014,44300.0,35500.0,25800.0,400.0,2200.0,2000.0,,300.0,1500.0,100.0,,100.0,100.0,100.0,100.0,2700.0,8800.0,5200.0,3300.0,300.0,100.0
all_households,second_quintile,2015,46300.0,37300.0,27100.0,400.0,2300.0,2100.0,,300.0,1600.0,100.0,,100.0,100.0,100.0,100.0,2900.0,9100.0,5400.0,3400.0,200.0,100.0
all_households,middle_quintile,1979,55700.0,51200.0,39700.0,0.0,2000.0,2300.0,100.0,500.0,1400.0,200.0,,1600.0,200.0,300.0,600.0,2300.0,4500.0,3200.0,800.0,300.0,200.0
all_households,middle_quintile,1980,54200.0,49300.0,38600.0,0.0,1700.0,2200.0,100.0,400.0,1300.0,200.0,,1700.0,200.0,200.0,400.0,2100.0,4800.0,3300.0,800.0,500.0,100.0
all_households,middle_quintile,1981,54000.0,49000.0,38300.0,0.0,1700.0,2400.0,100.0,300.0,1100.0,200.0,,2000.0,200.0,300.0,300.0,2000.0,5000.0,3500.0,900.0,400.0,200.0
all_households,middle_quintile,1982,53000.0,47300.0,36700.0,0.0,1900.0,2300.0,100.0,200.0,1000.0,200.0,,2100.0,200.0,300.0,200.0,2100.0,5800.0,3700.0,1100.0,700.0,200.0
all_households,middle_quintile,1983,52000.0,45700.0,34900.0,0.0,1900.0,2200.0,100.0,300.0,1100.0,200.0,,2000.0,200.0,200.0,300.0,2200.0,6200.0,4100.0,1300.0,600.0,200.0
all_households,middle_quintile,1984,55200.0,49500.0,37000.0,200.0,1900.0,2400.0,100.0,300.0,1500.0,200.0,,2300.0,200.0,300.0,300.0,2500.0,5700.0,3800.0,1300.0,400.0,200.0
all_households,middle_quintile,1985,55400.0,49600.0,37400.0,200.0,2000.0,2500.0,100.0,300.0,1200.0,200.0,,2200.0,200.0,300.0,300.0,2500.0,5800.0,3800.0,1400.0,400.0,200.0
all_households,middle_quintile,1986,56300.0,50000.0,37400.0,300.0,2000.0,2600.0,100.0,300.0,1300.0,300.0,,2100.0,200.0,400.0,300.0,2700.0,6300.0,4200.0,1600.0,400.0,200.0
all_households,middle_quintile,1987,56000.0,49400.0,36300.0,300.0,2100.0,2500.0,100.0,400.0,1500.0,300.0,,2000.0,200.0,400.0,400.0,2800.0,6600.0,4400.0,1600.0,300.0,200.0
all_households,middle_quintile,1988,56800.0,50600.0,36600.0,400.0,2200.0,2700.0,100.0,400.0,1600.0,200.0,,2000.0,300.0,400.0,400.0,3300.0,6200.0,4200.0,1500.0,300.0,200.0
all_households,middle_quintile,1989,57400.0,51100.0,37100.0,400.0,2300.0,2700.0,100.0,400.0,1600.0,200.0,,2000.0,200.0,400.0,400.0,3200.0,6300.0,4200.0,1600.0,300.0,200.0
all_households,middle_quintile,1990,57300.0,50700.0,36800.0,400.0,2300.0,2700.0,100.0,300.0,1500.0,100.0,,2000.0,200.0,400.0,400.0,3300.0,6700.0,4300.0,1800.0,300.0,300.0
all_households,middle_quintile,1991,56300.0,49200.0,35800.0,400.0,2200.0,2700.0,100.0,300.0,1400.0,200.0,,1800.0,200.0,300.0,400.0,3400.0,7100.0,4600.0,1900.0,400.0,300.0
all_households,middle_quintile,1992,56000.0,48200.0,34800.0,500.0,2400.0,2600.0,100.0,300.0,1500.0,200.0,,1400.0,300.0,400.0,400.0,3500.0,7800.0,4900.0,2100.0,600.0,200.0
all_households,middle_quintile,1993,56300.0,48400.0,35000.0,500.0,2700.0,2600.0,100.0,400.0,1400.0,200.0,,1100.0,300.0,400.0,400.0,3400.0,7900.0,4900.0,2200.0,500.0,200.0
all_households,middle_quintile,1994,56800.0,49100.0,35200.0,600.0,2800.0,2600.0,100.0,400.0,1400.0,200.0,,1000.0,300.0,400.0,400.0,3600.0,7700.0,4800.0,2300.0,400.0,200.0
all_households,middle_quintile,1995,58900.0,51000.0,36500.0,700.0,2900.0,2800.0,100.0,400.0,1400.0,300.0,100.0,1100.0,300.0,400.0,500.0,3600.0,7900.0,4900.0,2400.0,300.0,200.0
all_households,middle_quintile,1996,59900.0,51900.0,37100.0,800.0,2900.0,2800.0,100.0,500.0,1400.0,300.0,,1100.0,300.0,400.0,400.0,3700.0,8000.0,4900.0,2600.0,300.0,200.0
