household_type,income_group,year,inc_before_transfers_taxes,market_income,wages,employee_contrib_deferred_comp,employer_contrib_health_ins,employer_share_payroll_taxes,federal_unemployment_tax,corp_tax_borne_by_labor,business_income,capital_gains,tax_exempt_interest,taxable_interest,positive_rental_income,dividends,corp_tax_borne_by_capital,other_market_income,social_insurance_benefits,social_security,medicare,unemployment_insurance,workers_compensation
all_households,all_quintiles,1989,74900.0,69000.0,44600.0,600.0,2300.0,2800.0,100.0,400.0,3800.0,2700.0,700.0,4000.0,600.0,1500.0,1300.0,3600.0,5800.0,3900.0,1500.0,200.0,200.0
all_households,all_quintiles,1990,74500.0,68400.0,44800.0,600.0,2300.0,2900.0,100.0,400.0,3800.0,1900.0,700.0,4000.0,600.0,1400.0,1200.0,3700.0,6100.0,4000.0,1600.0,300.0,200.0
all_households,all_quintiles,1991,72700.0,66300.0,43900.0,600.0,2300.0,2900.0,100.0,400.0,3500.0,1700.0,700.0,3500.0,600.0,1300.0,1100.0,3800.0,6400.0,4100.0,1700.0,400.0,200.0
all_households,all_quintiles,1992,74700.0,68000.0,44900.0,700.0,2500.0,3000.0,100.0,400.0,4000.0,1900.0,700.0,2600.0,600.0,1200.0,1200.0,4000.0,6700.0,4200.0,1800.0,500.0,200.0
all_households,all_quintiles,1993,75000.0,68100.0,44600.0,800.0,2800.0,2900.0,100.0,500.0,3900.0,2200.0,700.0,2100.0,700.0,1200.0,1400.0,4100.0,6900.0,4300.0,2000.0,400.0,200.0
all_households,all_quintiles,1994,75800.0,69000.0,44900.0,900.0,3000.0,3000.0,100.0,500.0,4200.0,2100.0,700.0,1900.0,600.0,1200.0,1500.0,4200.0,6900.0,4300.0,2000.0,300.0,200.0
all_households,all_quintiles,1995,79000.0,72000.0,46300.0,1000.0,3100.0,3100.0,100.0,600.0,4300.0,2500.0,700.0,2300.0,700.0,1400.0,1700.0,4400.0,7100.0,4400.0,2200.0,300.0,200.0
all_households,all_quintiles,1996,82100.0,74900.0,47200.0,1200.0,3000.0,3200.0,100.0,600.0,4500.0,3500.0,700.0,2300.0,700.0,1500.0,1800.0,4700.0,7200.0,4500.0,2300.0,300.0,100.0
all_households,all_quintiles,1997,85900.0,78600.0,48900.0,1200.0,2700.0,3300.0,100.0,600.0,4800.0,4800.0,700.0,2300.0,700.0,1600.0,1800.0,5100.0,7300.0,4500.0,2400.0,200.0,200.0
all_households,all_quintiles,1998,90500.0,83300.0,51400.0,1400.0,2700.0,3400.0,100.0,600.0,5200.0,5900.0,700.0,2400.0,700.0,1600.0,1800.0,5600.0,7200.0,4600.0,2300.0,200.0,100.0
all_households,all_quintiles,1999,94900.0,87900.0,53600.0,1500.0,2700.0,3600.0,100.0,600.0,5500.0,7000.0,700.0,2300.0,700.0,1700.0,1800.0,6000.0,7000.0,4400.0,2200.0,200.0,100.0
all_households,all_quintiles,2000,97500.0,90300.0,54700.0,1600.0,2800.0,3600.0,100.0,600.0,5400.0,7600.0,700.0,2500.0,700.0,1800.0,1800.0,6600.0,7100.0,4600.0,2200.0,200.0,200.0
all_households,all_quintiles,2001,92100.0,84600.0,54300.0,1600.0,2900.0,3700.0,100.0,400.0,5200.0,3900.0,700.0,2400.0,700.0,1400.0,1200.0,6100.0,7500.0,4700.0,2400.0,300.0,100.0
all_households,all_quintiles,2002,88500.0,80600.0,52600.0,1500.0,3200.0,3500.0,100.0,400.0,5200.0,2700.0,600.0,1700.0,700.0,1200.0,1100.0,6200.0,7900.0,4800.0,2500.0,500.0,100.0
all_households,all_quintiles,2003,90000.0,82000.0,52300.0,1800.0,3500.0,3500.0,100.0,500.0,5400.0,3300.0,600.0,1400.0,700.0,1300.0,1500.0,6200.0,8000.0,4800.0,2500.0,500.0,200.0
all_households,all_quintiles,2004,95100.0,87100.0,53400.0,1900.0,3900.0,3600.0,100.0,600.0,6100.0,5100.0,600.0,1400.0,700.0,1600.0,1900.0,6300.0,8000.0,4900.0,2700.0,400.0,100.0
all_households,all_quintiles,2005,100200.0,92000.0,53800.0,2000.0,4100.0,3600.0,100.0,800.0,7000.0,6900.0,600.0,1700.0,800.0,1700.0,2500.0,6500.0,8200.0,5000.0,2800.0,300.0,200.0
all_households,all_quintiles,2006,104100.0,95500.0,54900.0,2000.0,4000.0,3600.0,100.0,900.0,7100.0,7800.0,700.0,2200.0,700.0,2000.0,2700.0,6700.0,8600.0,5000.0,3100.0,300.0,100.0
all_households,all_quintiles,2007,107400.0,98600.0,56600.0,2100.0,3800.0,3800.0,100.0,800.0,6800.0,8800.0,800.0,2600.0,800.0,2300.0,2400.0,7200.0,8700.0,5200.0,3100.0,300.0,100.0
all_households,all_quintiles,2008,99700.0,90600.0,55900.0,2100.0,3800.0,3700.0,100.0,500.0,6000.0,4400.0,700.0,2100.0,900.0,2100.0,1400.0,7100.0,9100.0,5300.0,3300.0,400.0,100.0
all_households,all_quintiles,2009,93800.0,83300.0,53400.0,2000.0,3800.0,3600.0,100.0,400.0,5600.0,2200.0,700.0,1600.0,700.0,1500.0,1100.0,6800.0,10500.0,5800.0,3500.0,1100.0,100.0
all_households,all_quintiles,2010,96100.0,85700.0,53200.0,1900.0,3600.0,3600.0,100.0,500.0,6100.0,3300.0,700.0,1300.0,800.0,1700.0,1500.0,7400.0,10500.0,5700.0,3500.0,1100.0,100.0
all_households,all_quintiles,2011,95300.0,85100.0,52900.0,1900.0,3600.0,3500.0,100.0,500.0,6300.0,3300.0,600.0,1000.0,800.0,1700.0,1500.0,7400.0,10200.0,5700.0,3500.0,800.0,100.0
all_households,all_quintiles,2012,99800.0,89500.0,53400.0,2000.0,3600.0,3500.0,,600.0,7300.0,5200.0,600.0,900.0,900.0,2200.0,1700.0,7500.0,10300.0,6000.0,3600.0,600.0,100.0
all_households,all_quintiles,2013,98500.0,88200.0,53900.0,2000.0,3500.0,3600.0,,600.0,7000.0,4000.0,600.0,800.0,900.0,1800.0,1900.0,7500.0,10300.0,6100.0,3600.0,400.0,100.0
all_households,all_quintiles,2014,102000.0,91700.0,54900.0,2100.0,3500.0,3700.0,,700.0,7400.0,5600.0,500.0,800.0,900.0,2100.0,2000.0,7600.0,10300.0,6200.0,3600.0,300.0,100.0
all_households,all_quintiles,2015,105100.0,94500.0,56800.0,2200.0,3600.0,3800.0,,600.0,7800.0,5600.0,500.0,800.0,800.0,2100.0,1900.0,8000.0,10500.0,6400.0,3800.0,200.0,100.0
all_households,lowest_quintile,1979,17200.0,7600.0,4400.0,0.0,200.0,300.0,,100.0,300.0,,,600.0,100.0,100.0,200.0,1300.0,9700.0,7200.0,2100.0,100.0,200.0
all_households,lowest_quintile,1980,16700.0,6800.0,4100.0,0.0,200.0,200.0,,,200.0,,,600.0,100.0,100.0,100.0,1100.0,9900.0,7200.0,2200.0,300.0,200.0
all_households,lowest_quintile,1981,16800.0,6600.0,4100.0,0.0,200.0,300.0,,,100.0,100.0,,600.0,100.0,100.0,100.0,1000.0,10100.0,7400.0,2300.0,200.0,200.0
all_households,lowest_quintile,1982,16600.0,6200.0,3800.0,0.0,200.0,200.0,,,100.0,100.0,,700.0,100.0,100.0,100.0,900.0,10400.0,7200.0,2500.0,500.0,200.0
all_households,lowest_quintile,1983,16300.0,5900.0,3600.0,0.0,200.0,200.0,,,100.0,100.0,,600.0,100.0,100.0,100.0,800.0,10400.0,7100.0,2600.0,400.0,300.0
all_households,lowest_quintile,1984,16900.0,7100.0,4200.0,,200.0,300.0,,,100.0,100.0,,800.0,100.0,100.0,100.0,1000.0,9800.0,6800.0,2600.0,200.0,300.0
all_households,lowest_quintile,1985,17000.0,6800.0,4100.0,,200.0,300.0,,,200.0,,,700.0,100.0,100.0,100.0,1000.0,10200.0,7000.0,2800.0,200.0,200.0
all_households,lowest_quintile,1986,17000.0,6700.0,4000.0,,200.0,300.0,,,200.0,100.0,,700.0,100.0,100.0,100.0,1000.0,10200.0,6900.0,2800.0,200.0,300.0
all_households,lowest_quintile,1987,16500.0,6000.0,3400.0,,200.0,200.0,,,300.0,,,600.0,100.0,100.0,100.0,900.0,10500.0,7100.0,2900.0,200.0,200.0
all_households,lowest_quintile,1988,17000.0,6300.0,3600.0,,200.0,300.0,,,300.0,,,600.0,100.0,100.0,100.0,1000.0,10700.0,7300.0,3000.0,200.0,300.0
all_households,lowest_quintile,1989,17700.0,6900.0,4000.0,,200.0,300.0,,,300.0,,,600.0,100.0,100.0,100.0,1100.0,10800.0,7200.0,3000.0,100.0,400.0
all_households,lowest_quintile,1990,18300.0,7200.0,4200.0,,200.0,300.0,,,300.0,,,700.0,100.0,100.0,100.0,1100.0,11000.0,7300.0,3300.0,200.0,300.0
all_households,lowest_quintile,1991,18600.0,7100.0,4200.0,,200.0,300.0,,,300.0,,,600.0,100.0,100.0,100.0,1100.0,11500.0,7500.0,3400.0,300.0,300.0
all_households,lowest_quintile,1992,19000.0,6800.0,4200.0,,200.0,300.0,,,300.0,,,500.0,100.0,100.0,100.0,1000.0,12100.0,7800.0,3600.0,500.0,300.0
all_households,lowest_quintile,1993,19300.0,6700.0,4000.0,,200.0,300.0,,,300.0,,,400.0,100.0,100.0,100.0,1000.0,12600.0,8000.0,4000.0,400.0,300.0
all_households,lowest_quintile,1994,19300.0,6400.0,3800.0,,200.0,300.0,,,300.0,,,400.0,100.0,100.0,100.0,1000.0,12800.0,8200.0,4100.0,200.0,300.0
all_households,lowest_quintile,1995,20400.0,7400.0,4400.0,,200.0,300.0,,100.0,400.0,,,400.0,100.0,100.0,100.0,1100.0,13000.0,8300.0,4300.0,200.0,200.0
all_households,lowest_quintile,1996,20300.0,7600.0,4600.0,,300.0,400.0,,100.0,400.0,,,300.0,100.0,100.0,100.0,1000.0,12700.0,8000.0,4400.0,200.0,200.0
all_households,lowest_quintile,1997,21400.0,8300.0,5100.0,,300.0,400.0,,100.0,500.0,100.0,,300.0,100.0,100.0,100.0,1200.0,13100.0,8200.0,4500.0,200.0,200.0
all_households,lowest_quintile,1998,22500.0,9400.0,5800.0,,300.0,400.0,,100.0,600.0,100.0,,400.0,100.0,100.0,100.0,1300.0,13100.0,8300.0,4400.0,200.0,200.0
all_households,lowest_quintile,1999,22900.0,10200.0,6100.0,,300.0,500.0,,100.0,800.0,100.0,,400.0,100.0,100.0,100.0,1500.0,12700.0,8000.0,4300.0,200.0,200.0
all_households,lowest_quintile,2000,22700.0,10200.0,5900.0,,400.0,400.0,,100.0,700.0,100.0,,400.0,100.0,100.0,100.0,1700.0,12600.0,8000.0,4100.0,200.0,200.0
all_households,lowest_quintile,2001,22700.0,9200.0,5600.0,,400.0,400.0,,,700.0,,,400.0,100.0,100.0,100.0,1300.0,13400.0,8500.0,4500.0,200.0,200.0
all_households,lowest_quintile,2002,23000.0,8800.0,5200.0,,400.0,400.0,,,600.0,-100.0,,400.0,100.0,200.0,100.0,1400.0,14200.0,8800.0,4800.0,400.0,200.0
all_households,lowest_quintile,2003,22700.0,8300.0,4900.0,,400.0,400.0,,,600.0,-100.0,,300.0,100.0,100.0,100.0,1300.0,14400.0,8800.0,4900.0,400.0,200.0
all_households,lowest_quintile,2004,23000.0,8600.0,5200.0,,400.0,400.0,,100.0,700.0,,,200.0,100.0,100.0,100.0,1300.0,14500.0,8900.0,5100.0,300.0,200.0
all_households,lowest_quintile,2005,23500.0,9000.0,5400.0,,400.0,400.0,,100.0,700.0,,,200.0,100.0,100.0,100.0,1400.0,14500.0,8900.0,5200.0,200.0,200.0
all_households,lowest_quintile,2006,25100.0,9700.0,5800.0,,400.0,400.0,,100.0,800.0,,,300.0,100.0,100.0,100.0,1400.0,15400.0,9100.0,5900.0,200.0,200.0
all_households,lowest_quintile,2007,26100.0,11100.0,6600.0,,400.0,500.0,,100.0,1000.0,100.0,,300.0,100.0,100.0,100.0,1800.0,15100.0,9000.0,5700.0,200.0,200.0
all_households,lowest_quintile,2008,26300.0,10100.0,6100.0,,300.0,500.0,,,800.0,,,300.0,100.0,200.0,100.0,1700.0,16200.0,9500.0,6200.0,400.0,200.0
all_households,lowest_quintile,2009,26700.0,8600.0,5100.0,,300.0,400.0,,,800.0,-100.0,,300.0,100.0,200.0,100.0,1500.0,18100.0,10200.0,6500.0,1200.0,200.0
all_households,lowest_quintile,2010,26500.0,9000.0,5400.0,,300.0,400.0,,,1000.0,-100.0,,200.0,100.0,100.0,100.0,1500.0,17400.0,9700.0,6200.0,1400.0,100.0
all_households,lowest_quintile,2011,26000.0,8600.0,5000.0,,300.0,400.0,,,900.0,,,100.0,100.0,100.0,100.0,1500.0,17400.0,10000.0,6400.0,900.0,100.0
all_households,lowest_quintile,2012,25400.0,8000.0,4600.0,,200.0,300.0,,,1000.0,,,100.0,100.0,100.0,100.0,1400.0,17400.0,10100.0,6500.0,600.0,200.0
all_households,lowest_quintile,2013,26000.0,8800.0,5000.0,,300.0,400.0,,100.0,1000.0,0.0,,100.0,100.0,100.0,100.0,1600.0,17200.0,10400.0,6200.0,400.0,200.0
all_households,lowest_quintile,2014,25200.0,8400.0,4900.0,,200.0,400.0,,100.0,1000.0,,,100.0,100.0,100.0,100.0,1500.0,16800.0,10100.0,6300.0,200.0,200.0
all_households,lowest_quintile,2015,26500.0,8900.0,5100.0,,200.0,400.0,,100.0,1100.0,,,100.0,100.0,100.0,100.0,1700.0,17500.0,10700.0,6500.0,100.0,200.0
all_households,second_quintile,1979,37700.0,33100.0,23400.0,0.0,1300.0,1400.0,100.0,300.0,1200.0,200.0,,1600.0,200.0,200.0,600.0,2600.0,4700.0,3300.0,800.0,400.0,100.0
all_households,second_quintile,1980,36400.0,31000.0,21800.0,0.0,1000.0,1300.0,100.0,200.0,1000.0,200.0,,1900.0,200.0,300.0,500.0,2500.0,5400.0,3600.0,900.0,600.0,200.0
all_households,second_quintile,1981,36200.0,30500.0,21000.0,0.0,1000.0,1300.0,100.0,200.0,1000.0,200.0,,2300.0,200.0,300.0,400.0,2600.0,5700.0,3900.0,1100.0,500.0,100.0
all_households,second_quintile,1982,35700.0,29200.0,19900.0,0.0,1100.0,1300.0,100.0,100.0,800.0,200.0,,2600.0,200.0,400.0,200.0,2300.0,6500.0,4300.0,1300.0,800.0,200.0
all_households,second_quintile,1983,34900.0,28100.0,18700.0,0.0,1100.0,1200.0,100.0,100.0,900.0,200.0,,2500.0,200.0,300.0,300.0,2400.0,6800.0,4500.0,1400.0,700.0,200.0
all_households,second_quintile,1984,37000.0,30700.0,20300.0,,1200.0,1300.0,100.0,200.0,1000.0,200.0,,2600.0,200.0,300.0,400.0,2800.0,6300.0,4200.0,1400.0,500.0,200.0
all_households,second_quintile,1985,37100.0,30600.0,20200.0,100.0,1100.0,1400.0,100.0,200.0,1000.0,200.0,,2600.0,300.0,300.0,300.0,2800.0,6500.0,4300.0,1500.0,400.0,200.0
all_households,second_quintile,1986,37600.0,30500.0,19700.0,100.0,1200.0,1400.0,100.0,200.0,1100.0,200.0,,2500.0,200.0,300.0,400.0,3200.0,7100.0,4700.0,1700.0,400.0,200.0
all_households,second_quintile,1987,36800.0,29800.0,18800.0,100.0,1200.0,1300.0,100.0,200.0,1200.0,200.0,,2300.0,200.0,400.0,500.0,3200.0,7000.0,4800.0,1700.0,300.0,200.0
all_households,second_quintile,1988,37400.0,30400.0,18900.0,100.0,1200.0,1400.0,100.0,200.0,1400.0,100.0,,2200.0,200.0,400.0,500.0,3700.0,7000.0,4800.0,1700.0,300.0,200.0
all_households,second_quintile,1989,37900.0,30700.0,19100.0,100.0,1200.0,1400.0,100.0,200.0,1400.0,200.0,,2300.0,200.0,400.0,400.0,3700.0,7200.0,4900.0,1800.0,300.0,300.0
all_households,second_quintile,1990,39100.0,31600.0,20100.0,100.0,1200.0,1500.0,100.0,200.0,1300.0,100.0,,2300.0,200.0,400.0,400.0,3600.0,7500.0,4900.0,1900.0,400.0,300.0
all_households,second_quintile,1991,38400.0,30300.0,19000.0,100.0,1200.0,1400.0,100.0,200.0,1200.0,100.0,,2100.0,200.0,400.0,400.0,3800.0,8000.0,5200.0,2000.0,500.0,300.0
all_households,second_quintile,1992,38000.0,29500.0,18500.0,100.0,1200.0,1400.0,100.0,200.0,1200.0,100.0,,1700.0,200.0,400.0,400.0,4000.0,8500.0,5400.0,2200.0,700.0,300.0
all_households,second_quintile,1993,38500.0,29600.0,18400.0,100.0,1300.0,1400.0,100.0,200.0,1300.0,200.0,,1400.0,300.0,400.0,400.0,4100.0,8900.0,5600.0,2500.0,500.0,200.0
all_households,second_quintile,1994,38600.0,30100.0,18500.0,100.0,1500.0,1400.0,100.0,200.0,1200.0,100.0,100.0,1300.0,300.0,400.0,500.0,4300.0,8500.0,5400.0,2500.0,400.0,200.0
all_households,second_quintile,1995,40700.0,32100.0,20000.0,200.0,1600.0,1500.0,100.0,200.0,1200.0,200.0,100.0,1300.0,300.0,400.0,500.0,4400.0,8600.0,5500.0,2600.0,300.0,200.0
all_households,second_quintile,1996,40900.0,32100.0,19900.0,200.0,1600.0,1500.0,100.0,300.0,1300.0,200.0,100.0,1300.0,200.0,400.0,500.0,4500.0,8800.0,5500.0,2800.0,300.0,200.0
all_households,second_quintile,1997,41900.0,33300.0,21000.0,200.0,1500.0,1600.0,100.0,300.0,1400.0,300.0,,1300.0,200.0,400.0,500.0,4500.0,8600.0,5400.0,2700.0,300.0,200.0
all_households,second_quintile,1998,43500.0,35000.0,22300.0,300.0,1600.0,1700.0,100.0,300.0,1300.0,400.0,,1300.0,200.0,400.0,400.0,4900.0,8400.0,5300.0,2600.0,300.0,200.0
all_households,second_quintile,1999,44600.0,36400.0,23000.0,300.0,1600.0,1700.0,100.0,300.0,1500.0,400.0,,1200.0,300.0,400.0,400.0,5100.0,8200.0,5200.0,2500.0,300.0,200.0
all_households,second_quintile,2000,45000.0,36600.0,23000.0,400.0,1700.0,1700.0,100.0,300.0,1400.0,400.0,,1200.0,200.0,400.0,400.0,5500.0,8500.0,5500.0,2600.0,200.0,200.0
all_households,second_quintile,2001,44600.0,35600.0,22600.0,300.0,1700.0,1700.0,100.0,200.0,1300.0,100.0,100.0,1300.0,300.0,400.0,300.0,5300.0,9000.0,5600.0,2800.0,400.0,200.0
all_households,second_quintile,2002,43800.0,34400.0,21800.0,200.0,1700.0,1600.0,100.0,200.0,1400.0,,100.0,1000.0,300.0,400.0,200.0,5500.0,9500.0,5800.0,2900.0,600.0,200.0
all_households,second_quintile,2003,43400.0,33900.0,21500.0,200.0,1800.0,1600.0,100.0,200.0,1400.0,,,700.0,200.0,400.0,300.0,5400.0,9600.0,5800.0,3000.0,600.0,200.0
all_households,second_quintile,2004,44600.0,35100.0,22100.0,200.0,2100.0,1600.0,100.0,300.0,1500.0,100.0,100.0,600.0,300.0,400.0,300.0,5600.0,9400.0,5800.0,3100.0,400.0,200.0
all_households,second_quintile,2005,45200.0,36000.0,22800.0,200.0,2200.0,1700.0,100.0,400.0,1400.0,200.0,,600.0,200.0,400.0,400.0,5400.0,9200.0,5600.0,3100.0,400.0,200.0
all_households,second_quintile,2006,46000.0,36600.0,23300.0,200.0,2200.0,1700.0,100.0,400.0,1500.0,200.0,,700.0,200.0,300.0,400.0,5300.0,9400.0,5500.0,3400.0,300.0,100.0
all_households,second_quintile,2007,48400.0,38600.0,24700.0,300.0,2100.0,1900.0,100.0,300.0,1400.0,300.0,,800.0,300.0,300.0,300.0,5800.0,9700.0,5800.0,3500.0,400.0,100.0
all_households,second_quintile,2008,46700.0,36500.0,23600.0,200.0,2000.0,1800.0,100.0,200.0,1300.0,100.0,100.0,800.0,300.0,400.0,200.0,5700.0,10200.0,5900.0,3600.0,500.0,100.0
all_households,second_quintile,2009,45500.0,33300.0,21000.0,200.0,1700.0,1600.0,100.0,100.0,1400.0,-100.0,100.0,700.0,300.0,400.0,200.0,5600.0,12200.0,6700.0,4100.0,1300.0,100.0
all_households,second_quintile,2010,45700.0,33500.0,21100.0,200.0,1600.0,1600.0,100.0,200.0,1500.0,,100.0,500.0,200.0,300.0,200.0,6000.0,12200.0,6700.0,4000.0,1300.0,100.0
all_households,second_quintile,2011,44400.0,33100.0,21000.0,200.0,1600.0,1600.0,100.0,200.0,1500.0,,100.0,300.0,200.0,400.0,200.0,5800.0,11300.0,6400.0,3800.0,1000.0,100.0
all_households,second_quintile,2012,44300.0,32600.0,20400.0,200.0,1700.0,1500.0,,200.0,1600.0,,,300.0,200.0,400.0,200.0,5700.0,11700.0,6800.0,4100.0,800.0,100.0
all_households,second_quintile,2013,45100.0,33600.0,21000.0,200.0,1700.0,1600.0,,200.0,1600.0,100.0,,200.0,300.0,300.0,200.0,6100.0,11500.0,7000.0,3900.0,500.0,200.0
all_households,second_quintile,2014,45300.0,34000.0,21600.0,200.0,1600.0,1600.0,,300.0,1600.0,200.0,,200.0,200.0,300.0,200.0,5800.0,11200.0,6900.0,3900.0,300.0,100.0
all_households,second_quintile,2015,47200.0,35800.0,22500.0,200.0,1800.0,1700.0,,300.0,1700.0,200.0,,200.0,300.0,300.0,200.0,6300.0,11400.0,7000.0,4000.0,300.0,100.0
all_households,middle_quintile,1979,57000.0,54200.0,41400.0,0.0,2200.0,2400.0,100.0,600.0,1600.0,400.0,,1700.0,300.0,300.0,700.0,2600.0,2800.0,1900.0,500.0,300.0,100.0
all_households,middle_quintile,1980,54800.0,51600.0,39400.0,0.0,1800.0,2200.0,100.0,400.0,1500.0,300.0,,2100.0,300.0,400.0,600.0,2500.0,3200.0,2100.0,500.0,500.0,100.0
all_households,middle_quintile,1981,54700.0,51300.0,38700.0,0.0,1800.0,2400.0,100.0,300.0,1300.0,300.0,,2700.0,200.0,400.0,500.0,2500.0,3400.0,2300.0,600.0,400.0,100.0
all_households,middle_quintile,1982,54200.0,49900.0,37100.0,0.0,2000.0,2300.0,100.0,200.0,1100.0,300.0,,3100.0,200.0,500.0,300.0,2700.0,4300.0,2700.0,800.0,600.0,200.0
all_households,middle_quintile,1983,53400.0,49000.0,35900.0,0.0,2000.0,2200.0,100.0,300.0,1200.0,400.0,,2800.0,300.0,400.0,400.0,2900.0,4400.0,2800.0,900.0,600.0,100.0
all_households,middle_quintile,1984,56400.0,52100.0,37400.0,100.0,2000.0,2400.0,100.0,300.0,1700.0,400.0,100.0,3200.0,300.0,500.0,500.0,3000.0,4300.0,2800.0,900.0,400.0,100.0
all_households,middle_quintile,1985,56800.0,52400.0,37500.0,200.0,2100.0,2500.0,100.0,300.0,1400.0,300.0,100.0,3100.0,300.0,500.0,400.0,3400.0,4400.0,2900.0,1000.0,400.0,100.0
all_households,middle_quintile,1986,58000.0,53300.0,38000.0,300.0,2100.0,2600.0,100.0,300.0,1700.0,600.0,100.0,2800.0,300.0,600.0,400.0,3500.0,4700.0,3000.0,1100.0,400.0,200.0
all_households,middle_quintile,1987,57400.0,53000.0,37800.0,300.0,2300.0,2600.0,100.0,400.0,1600.0,400.0,100.0,2500.0,300.0,600.0,600.0,3500.0,4400.0,2900.0,1000.0,300.0,200.0
all_households,middle_quintile,1988,58300.0,54000.0,38000.0,300.0,2400.0,2700.0,100.0,400.0,1700.0,300.0,100.0,2500.0,300.0,600.0,600.0,4000.0,4300.0,2800.0,1000.0,300.0,200.0
all_households,middle_quintile,1989,58800.0,54400.0,38000.0,400.0,2400.0,2800.0,100.0,400.0,1800.0,300.0,100.0,2700.0,300.0,600.0,500.0,4000.0,4400.0,2900.0,1000.0,300.0,200.0
all_households,middle_quintile,1990,59400.0,54600.0,38200.0,400.0,2500.0,2800.0,100.0,400.0,1700.0,100.0,100.0,2600.0,300.0,600.0,500.0,4400.0,4800.0,3100.0,1200.0,400.0,200.0
all_households,middle_quintile,1991,58200.0,52900.0,36600.0,400.0,2400.0,2700.0,100.0,300.0,1500.0,200.0,100.0,2500.0,300.0,600.0,500.0,4700.0,5300.0,3300.0,1300.0,500.0,200.0
all_households,middle_quintile,1992,58600.0,53200.0,36600.0,500.0,2600.0,2700.0,100.0,300.0,1800.0,300.0,100.0,1900.0,300.0,600.0,500.0,4800.0,5500.0,3300.0,1300.0,600.0,200.0
all_households,middle_quintile,1993,58700.0,53300.0,36900.0,500.0,3000.0,2700.0,100.0,400.0,1600.0,400.0,100.0,1300.0,300.0,500.0,500.0,4900.0,5400.0,3200.0,1400.0,500.0,200.0
all_households,middle_quintile,1994,59100.0,53900.0,37100.0,500.0,3000.0,2800.0,100.0,400.0,1700.0,300.0,100.0,1200.0,300.0,600.0,600.0,5100.0,5200.0,3200.0,1400.0,400.0,200.0
all_households,middle_quintile,1995,61100.0,55900.0,38200.0,600.0,3200.0,2900.0,100.0,500.0,1700.0,400.0,100.0,1500.0,300.0,600.0,600.0,5300.0,5300.0,3200.0,1500.0,400.0,200.0
all_households,middle_quintile,1996,62200.0,56400.0,38400.0,700.0,3100.0,2900.0,100.0,500.0,1600.0,500.0,100.0,1600.0,300.0,600.0,700.0,5300.0,5800.0,3600.0,1700.0,400.0,100.0
all_households,middle_quintile,1997,63500.0,57700.0,39300.0,800.0,2900.0,3000.0,100.0,500.0,1600.0,600.0,100.0,1500.0,300.0,600.0,600.0,5700.0,5800.0,3600.0,1800.0,300.0,100.0
